,antecedents,consequents,support,confidence,lift
141,int_rate_bin_Low (8-12%),"sub_grade_B2, grade_B",0.056,0.19,3.4
4,grade_B,sub_grade_B1,0.055,0.189,3.407
133,grade_B,"int_rate_bin_Low (8-12%), sub_grade_B1",0.055,0.189,3.407
989,fico_range_low_bin_High,"last_fico_range_low_bin_High, term_ 36 months, loan_status_Current",0.06,0.189,2.069
350,fico_range_low_bin_High,"loan_status_Fully Paid, int_rate_bin_Very Low (<8%)",0.06,0.189,2.171
30,int_rate_bin_Low (8-12%),sub_grade_B1,0.055,0.189,3.4
134,int_rate_bin_Low (8-12%),"grade_B, sub_grade_B1",0.055,0.189,3.4
579,fico_range_low_bin_High,"loan_status_Fully Paid, grade_A, int_rate_bin_Very Low (<8%)",0.06,0.188,2.174
789,grade_B,"last_fico_range_low_bin_High, loan_status_Fully Paid, int_rate_bin_Low (8-12%)",0.055,0.187,2.997
940,grade_C,"fico_range_low_bin_Low, int_rate_bin_Medium (12-16%), home_ownership_RENT",0.054,0.187,2.984
788,int_rate_bin_Low (8-12%),"last_fico_range_low_bin_High, loan_status_Fully Paid, grade_B",0.055,0.187,3.002
876,grade_C,"term_ 36 months, int_rate_bin_Medium (12-16%), last_fico_range_low_bin_Medium",0.054,0.187,2.918
748,grade_B,"installment_bin_High, term_ 36 months, int_rate_bin_Low (8-12%)",0.055,0.187,2.973
749,int_rate_bin_Low (8-12%),"installment_bin_High, term_ 36 months, grade_B",0.055,0.186,3.025
107,fico_range_low_bin_High,"dti_bin_Low (10-20), grade_A",0.059,0.185,2.112
773,grade_B,"home_ownership_MORTGAGE, loan_status_Current, int_rate_bin_Low (8-12%)",0.054,0.185,3.058
772,int_rate_bin_Low (8-12%),"grade_B, home_ownership_MORTGAGE, loan_status_Current",0.054,0.184,3.191
145,grade_B,"sub_grade_B3, int_rate_bin_Low (8-12%)",0.054,0.184,3.407
941,int_rate_bin_Medium (12-16%),"grade_C, fico_range_low_bin_Low, home_ownership_RENT",0.054,0.184,2.938
35,int_rate_bin_Low (8-12%),sub_grade_B3,0.054,0.184,3.157
147,int_rate_bin_Low (8-12%),"grade_B, sub_grade_B3",0.054,0.184,3.157
960,fico_range_low_bin_High,"term_ 36 months, loan_status_Fully Paid, int_rate_bin_Very Low (<8%)",0.058,0.183,2.16
1053,fico_range_low_bin_High,"term_ 36 months, loan_status_Fully Paid, grade_A, int_rate_bin_Very Low (<8%)",0.058,0.183,2.162
877,int_rate_bin_Medium (12-16%),"term_ 36 months, grade_C, last_fico_range_low_bin_Medium",0.054,0.183,2.911
151,grade_B,"sub_grade_B4, int_rate_bin_Low (8-12%)",0.053,0.181,3.407
932,grade_C,"fico_range_low_bin_Low, int_rate_bin_Medium (12-16%), home_ownership_MORTGAGE",0.052,0.181,3.001
152,int_rate_bin_Low (8-12%),"grade_B, sub_grade_B4",0.053,0.181,2.929
37,int_rate_bin_Low (8-12%),sub_grade_B4,0.053,0.181,2.929
25,grade_C,sub_grade_C5,0.052,0.18,3.478
900,grade_C,"term_ 60 months, home_ownership_MORTGAGE, int_rate_bin_Medium (12-16%)",0.052,0.179,3.071
837,grade_C,"term_ 36 months, int_rate_bin_Medium (12-16%), dti_bin_Medium (20-30)",0.051,0.179,2.913
933,int_rate_bin_Medium (12-16%),"fico_range_low_bin_Low, grade_C, home_ownership_MORTGAGE",0.052,0.178,2.949
820,grade_B,"last_fico_range_low_bin_High, fico_range_low_bin_High, int_rate_bin_Low (8-12%)",0.052,0.178,2.901
821,int_rate_bin_Low (8-12%),"last_fico_range_low_bin_High, fico_range_low_bin_High, grade_B",0.052,0.177,3.156
298,grade_C,"fico_range_low_bin_High, int_rate_bin_Medium (12-16%)",0.051,0.177,2.92
804,grade_B,"last_fico_range_low_bin_High, home_ownership_MORTGAGE, int_rate_bin_Low (8-12%)",0.052,0.177,2.976
628,fico_range_low_bin_High,"last_fico_range_low_bin_High, home_ownership_MORTGAGE, grade_A",0.056,0.177,2.568
805,int_rate_bin_Low (8-12%),"last_fico_range_low_bin_High, grade_B, home_ownership_MORTGAGE",0.052,0.177,3.098
901,int_rate_bin_Medium (12-16%),"grade_C, term_ 60 months, home_ownership_MORTGAGE",0.052,0.176,2.936
836,int_rate_bin_Medium (12-16%),"term_ 36 months, grade_C, dti_bin_Medium (20-30)",0.051,0.176,2.96
173,grade_B,"dti_bin_Very Low (<10), int_rate_bin_Low (8-12%)",0.051,0.175,3.031
160,grade_B,"term_ 60 months, int_rate_bin_Low (8-12%)",0.051,0.175,3.154
908,grade_C,"fico_range_low_bin_Low, int_rate_bin_Medium (12-16%), dti_bin_Low (10-20)",0.05,0.175,2.986
45,term_ 60 months,int_rate_bin_Very High (>20%),0.05,0.175,2.224
172,int_rate_bin_Low (8-12%),"dti_bin_Very Low (<10), grade_B",0.051,0.175,3.065
161,int_rate_bin_Low (8-12%),"grade_B, term_ 60 months",0.051,0.175,3.07
797,grade_B,"int_rate_bin_Low (8-12%), loan_status_Fully Paid, installment_bin_Low",0.051,0.175,3.072
796,int_rate_bin_Low (8-12%),"loan_status_Fully Paid, installment_bin_Low, grade_B",0.051,0.174,3.012
1194,grade_B,"term_ 36 months, loan_status_Fully Paid, dti_bin_Low (10-20), int_rate_bin_Low (8-12%)",0.051,0.174,3.019
299,int_rate_bin_Medium (12-16%),"fico_range_low_bin_High, grade_C",0.051,0.174,2.987
1195,int_rate_bin_Low (8-12%),"term_ 36 months, loan_status_Fully Paid, dti_bin_Low (10-20), grade_B",0.051,0.174,2.937
482,fico_range_low_bin_High,"term_ 36 months, loan_status_Current, grade_A",0.055,0.172,2.188
346,fico_range_low_bin_High,"loan_status_Current, int_rate_bin_Very Low (<8%)",0.055,0.172,2.27
551,fico_range_low_bin_High,"loan_status_Current, grade_A, int_rate_bin_Very Low (<8%)",0.055,0.172,2.272
370,last_fico_range_low_bin_Low,"fico_range_low_bin_Low, loan_status_Charged Off",0.061,0.172,2.779
471,fico_range_low_bin_High,"term_ 36 months, dti_bin_Low (10-20), grade_A",0.055,0.172,2.087
909,int_rate_bin_Medium (12-16%),"grade_C, fico_range_low_bin_Low, dti_bin_Low (10-20)",0.05,0.172,2.957
812,grade_B,"fico_range_low_bin_High, home_ownership_MORTGAGE, int_rate_bin_Low (8-12%)",0.05,0.17,2.944
813,int_rate_bin_Low (8-12%),"fico_range_low_bin_High, grade_B, home_ownership_MORTGAGE",0.05,0.17,3.13
627,last_fico_range_low_bin_High,"fico_range_low_bin_High, home_ownership_MORTGAGE, grade_A",0.056,0.169,2.218
340,fico_range_low_bin_High,"dti_bin_Low (10-20), int_rate_bin_Very Low (<8%)",0.053,0.168,2.163
530,fico_range_low_bin_High,"dti_bin_Low (10-20), grade_A, int_rate_bin_Very Low (<8%)",0.053,0.168,2.165
1002,fico_range_low_bin_High,"last_fico_range_low_bin_High, home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.051,0.162,2.598
1179,fico_range_low_bin_High,"last_fico_range_low_bin_High, home_ownership_MORTGAGE, grade_A, int_rate_bin_Very Low (<8%)",0.051,0.162,2.599
1151,fico_range_low_bin_High,"last_fico_range_low_bin_High, term_ 36 months, home_ownership_MORTGAGE, grade_A",0.051,0.161,2.55
1007,fico_range_low_bin_High,"last_fico_range_low_bin_High, home_ownership_MORTGAGE, loan_status_Current",0.051,0.16,2.138
1001,last_fico_range_low_bin_High,"fico_range_low_bin_High, home_ownership_MORTGAGE, int_rate_bin_Very Low (<8%)",0.051,0.155,2.24
1178,last_fico_range_low_bin_High,"fico_range_low_bin_High, home_ownership_MORTGAGE, grade_A, int_rate_bin_Very Low (<8%)",0.051,0.154,2.241
1150,last_fico_range_low_bin_High,"term_ 36 months, fico_range_low_bin_High, home_ownership_MORTGAGE, grade_A",0.051,0.154,2.201
366,last_fico_range_low_bin_Low,"home_ownership_RENT, loan_status_Charged Off",0.053,0.152,2.763
